Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Fund_Year,Sector_Group
Zetwerk,2018,Bangalore,Marketplace,b2b marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Innoven Capital,2200000.0,Unknown,2020,Retail & E-Commerce
Cureskin,2017,Bangalore,Healthtech,provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",Senseai Ventures,500000.0,Unknown,2020,Health & Life Sciences
Wizklub,2018,Bangalore,Edtech,helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed,2020,Education
Interviewbit,2014,Pune,Edtech,platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’S Economic Development Board (Ebd)",200000000.0,Series A,2020,Education
Moneytap,2016,Unknown,Fintech,app-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (Atg), Rtp Global, Sequoia India",70185200.0,Series B,2020,Finance & FinTech
Uniplatform Tech,2015,Delhi,SaaS,runs real estate saas platform multiplymyleads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, Sucseed Venture Partners Llp",0.0,Unknown,2020,Information Technology
Indwealth,2017,Gurgaon,Fintech,an artificial intelligence and machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, Df International Private Partners",12000000.0,Series C,2020,Finance & FinTech
Bizongo,2015,Mumbai,Marketplace,a b2b marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,2020,Retail & E-Commerce
Appsflyer,2011,Bangalore,SaaS,mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D,2020,Information Technology
Digit Insurance,2017,Bangalore,Insurtech,general insurance company,Kamesh Goyal,"A91 Partners, Faering Capital, Tvs Capital",84000000.0,Unknown,2020,Other
Livspace,2014,Bangalore,Interior Design,it offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,2020,Real Estate & Construction
Getvantage,2017,Mumbai,Fintech,revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",0.0,Seed,2020,Finance & FinTech
Konfinity,2018,Noida,Edtech,provides online coding courses,"Navratn Singh, Kamal Pandey",Angel Investors,0.0,Unknown,2020,Education
Pine Labs,2017,Noida,Fintech,retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,0.0,Unknown,2020,Finance & FinTech
Instoried,2017,Delhi,SaaS,augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"Sosv, Chinaccelerator",0.0,Unknown,2020,Information Technology
Nupay,2017,Haryana,Neo-banking,"integrated platform for receivables and payables automation, electronic invoicing, reconciliations and bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,0.0,Unknown,2020,Finance & FinTech
Loginext,2017,Unknown,Transport Automation,"it helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital",39000000.0,Series B,2020,Logistics & Transportation
Samosa Singh,2016,Bangalore,Food,offers hygienic indian snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,2020,Food & Beverage
Crysta,2018,Delhi,Healthtech,offers diagnostic and screening services with regular counselling and clinical data management,Unknown,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre-Series A,2020,Health & Life Sciences
Eupheus Learning,2017,New Delhi,Edtech,"provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A,2020,Education
Bounce,2014,Bangalore,Automotive and Rentals,offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Series D,2020,Logistics & Transportation
Park+,2017,Unknown,Techonology,it is engaged in bringing digitization in parking,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,Unknown,2020,Information Technology
Goodmylk,2017,Bangalore,Dairy,provides vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, Veginvest",400000.0,Seed,2020,Data & AI
Smartkarrot,2019,Unknown,SaaS,it tracks customers’ real-time digital behaviour,"Prithwi Dasgupta, Arnab Chatterjee",Angel Investors,1000000.0,Unknown,2020,Information Technology
Skylo,2017,Unknown,IoT,provides affordable and ever present network that connects machines or sensors,Trivedi,Softbank Group,103000000.0,Series B,2020,Information Technology
Tea Trunk,2013,Goa,Beverage,global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel Investors,220000.0,Unknown,2020,Food & Beverage
Zoomcar,2013,Bangalore,Transport & Rentals,a car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D,2020,Logistics & Transportation
Mera Cashier,2019,Noida,Fintech,app meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed,2020,Finance & FinTech
Samya Ai,2019,Unknown,SaaS,revenue growth ai startup in the consumer packed goods (cpg) space,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,6000000.0,Seed,2020,Information Technology
Kristal Ai,2016,Unknown,AI,provides algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,Series A,2020,Data & AI
Invento Robotics,2017,Unknown,AI Robotics,known for mitra series of robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.Com, Nalandau","Windrose Capital, Iti Growth Opportunities Venture Fund",281300.0,Seed,2020,Data & AI
Zimyo,2018,Gurgaon,HR tech,automates everyday hr processes with integrated solutions,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (Yan),0.0,Unknown,2020,Information Technology
Sabse Sasta Dukaan,2016,Kolkata,Pharmaceutical,online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain",Angel Investors,0.0,Unknown,2020,Health & Life Sciences
Fitphilia,2017,Mumbai,Healthtech,provides iot-enabled treadmill,Nirav Patil,Angel Investors,0.0,Unknown,2020,Health & Life Sciences
Medicus,2017,Mumbai,Healthtech,ai-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel Investors,12700.0,Unknown,2020,Health & Life Sciences
Monech,2017,Mumbai,Fintech,automated platform which will help users to take their financial decisions,Unknown,Angel Investors,12700.0,Seed,2020,Finance & FinTech
Teach Us,2017,Unknown,Edtech,educational portal which enables the students to access information related to education at one common platform,Unknown,Angel Investors,12700.0,Seed,2020,Education
Dealberg,2017,Bangalore,B2B marketplace,deals in office supplies,Abhishek Emmanuel,Undisclosed,0.0,Unknown,2020,Retail & E-Commerce
Phenom People,2010,Unknown,HR tech,it redefines the means to search for a job and recruit top talent,Mahe Bayireddi,Westbridge Capital,30000000.0,Series C,2020,Information Technology
Extra Edge,2017,Pune,Edtech,admission marketing automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre-Series A,2020,Education
Capital Quotient,2016,Bangalore,Fintech,investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,Unknown,2020,Finance & FinTech
Karfa,2017,Delhi,Ecommerce,it sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Seed,2020,Retail & E-Commerce
Gamerji,2019,Unknown,Gaming,esports tournament platform,"Soham Thacker, Varun Gajjar",La Gajjar Group,400000.0,Unknown,2020,Media & Entertainment
Bounce,2014,Bangalore,Automotive and Rentals,offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D,2020,Logistics & Transportation
Zinier,2015,Bangalore,Automation,provides intelligent field service automation,Arka Dhar,Iconiq Capital,90000000.0,Series C,2020,Other
Proeves,2016,Delhi,Preschool Daycare,"provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed,2020,Other
Toddle,2017,Bangalore,Unknown,collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh",Matrix Partners India,0.0,Unknown,2020,Other
Aesthetic Nutrition,2018,Unknown,Food diet,markets and sells chewable dietary supplements,Divij Bajaj,Dsg Consumer Partners,0.0,Pre-Series A,2020,Food & Beverage
Capital Float,2013,Bangalore,Fintech,digital lending,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Unknown,2020,Finance & FinTech
Ninjacart,2015,Bangalore,B2B Agritech,online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran Kk, Vasudevan Chinnathambi","Flipkart India, Singapore-Based Gec3",10000000.0,Series C,2020,Information Technology
Technifybiz,2017,Unknown,B2B Agritech,online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,Seed,2020,Information Technology
Wysh,2019,Hyderabad,E-connect,celebrity engagement and wishing platform,"Mahesh Gogineni, Varun Ms, Manan Maheshwari",Kalaari Capital,2000000.0,Series A,2020,Other
Keito,2016,Pune,AI,enterprise productivity startup,Amal Ps,Suma Soft Pvt Ltd,160000.0,Seed,2020,Data & AI
Klub,2019,Unknown,Fintech,provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,Pre-Seed,2020,Finance & FinTech
Aadhar,2017,Mumbai,Ecommerce,ayurveda wellness and lifestyle consumer brand,Unknown,"Sprout Venture Partners, Jito Angel Network, Letsventure",0.0,Seed,2020,Retail & E-Commerce
Incubatehub,2017,Bangalore,Tech hub,provides platform for corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,0.0,Unknown,2020,Information Technology
Rage Coffee,2017,Delhi,FMCG,provides effective instant coffee infused with natural brain vitamins & plant based cognitive enhancers,Bharat Sethi,Refex Capital,0.0,Unknown,2020,Other
Skilancer,2017,Noida,Technology,solar module cleaning system [mcs] providers,Neeraj Kumar,Venture Catalysts,0.0,Unknown,2020,Information Technology
Harappa Education,2017,New Delhi,Edtech,provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-Led Lupa Systems,0.0,Unknown,2020,Education
Rheo,2017,Unknown,Entertainment,online e-sports streaming and community platform,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Unknown,2020,Data & AI
Axio Biosolutions,2017,Bangalore,Medtech,medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series B,2020,Health & Life Sciences
Techbooze,2017,Unknown,Consultancy,"business development, consulting and funding facilitator for startups enterprise",Mr. Subhashis Kar,Space Capital,15000000.0,Series A,2020,Other
Paymart,2015,Chandigarh,Fintech,provides cardless cash withdrawals through small merchants shops,Amit Narang,"Iim Ahmedabad’S Incubator (Ciie.Co),Chandigarh Angels Network",0.0,Unknown,2020,Finance & FinTech
Testbook,2017,Unknown,Edtech,helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,Series B,2020,Education
Faballey,2012,Noida,Ecommerce,online fashion store,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,Unknown,2020,Retail & E-Commerce
Haikujam,2017,Unknown,Unknown,creative writing mobile platform,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,Unknown,2020,Other
Mamaearth,2017,Unknown,Ecommerce,online baby and mother care brand,"Ghazal Alagh, Varun Alagh",Sequoia India,18300000.0,Series A,2020,Retail & E-Commerce
Rentomojo,2014,Unknown,Rental,"furniture, electronics, and appliance-centric consumer leasing platform",Geetansh Bamania,Gmo Payment Gateway,2000000.0,Unknown,2020,Real Estate & Construction
Zomato,2017,Unknown,Foodtech,online food delivery and restaurant discovery platform,Deepinder Goyal,Ant Financial,150000000.0,Unknown,2020,Food & Beverage
Byju,2011,Unknown,Edtech,provides online learning classes,Byju Raveendran,Tiger Global,200000000.0,Unknown,2020,Education
Generico,2017,Mumbai,Pharmacy,generic medicine focussed retail chain,Siddharth Gadia,Alteria Capital,1400000.0,Unknown,2020,Health & Life Sciences
Highradius,2016,Hyderabad,SaaS,"an ai-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,Iconiq Capital,125000000.0,Series B,2020,Information Technology
Chai Kings,2017,Chennai,Beverage,it offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (Tca),1000000.0,Unknown,2020,Food & Beverage
Rivigo,2014,Gurgaon,Logistics,"it offers delivery services across india to retail, e-commerce, pharmaceutical, automobile and fmcg companies","Deepak Garg, Gazal Kalra",Trifecta Capital,3400000.0,Series F,2020,Logistics & Transportation
Buildpan,2019,Indore,SaaS,"it helps developers to test, integrate and deploy apps","Sonal Khandelwal, Vaibhav Tiwari","Hnis In India, Japan, And The Us",0.0,Seed,2020,Information Technology
Shiksha,2008,Unknown,Edtech,it makes college selection easy for students looking to pursue ug and pg courses in india and abroad,Kanav Sachdeva,Mumbai Angels Network,181000.0,Unknown,2020,Education
Super Surfaces,2017,Hyderabad,Deisgning,a design solution based company,Kumar Varma,Vishnu Reddy,500000.0,Series A,2020,Other
Quicko,2017,Ahmedabad,Taxation,online tax planning and filing platform,Vishvajit Sonagara,"Zerodha Fintech Fund, Rainmatter",280000.0,Unknown,2020,Other
Satin Creditcare,2017,Gurgaon,Fintech,a micro finance company,Unknown,Austrian Bank,15000000.0,Unknown,2020,Finance & FinTech
Xpressbees,2015,Unknown,Logistics,provides end to end supply chain solutions,"Supam Maheshwari, Amitava Saha",Alibaba,10000000.0,Unknown,2020,Logistics & Transportation
Farmerp,2001,Pune,Agritech,smart agriculture management erp software platform,"Santosh Shinde, Sanjay Borkar",Technogen,0.0,Series A,2020,Information Technology
Wealth Bucket,2018,Unknown,Fintech,an online platform for mutual fund investments,"Himanshu Jain, Pulkit Jain","Northstar, Vinod Khatumal",3000000.0,Unknown,2020,Finance & FinTech
Gomechanic,2016,Delhi,Automobile Technology,find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020,Information Technology
Fashor,2017,Chennai,Fashion,women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria",Sprout Venture Partners,1000000.0,Pre-Series A,2020,Fashion & Lifestyle
Leverage Edu,2017,Delhi,Edtech,ai enabled marketplace that provides career guidance,Akshay Chaturvedi,"Dsg Consumer Partners, Blume Ventures",1500000.0,Unknown,2020,Education
Epifi,2017,Unknown,Fintech,it offers customers with a single interface for all their financial and banking mandates,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",13200000.0,Seed,2020,Finance & FinTech
Purplle,2012,Mumbai,Cosmetics,online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Verlinvest,8000000.0,Unknown,2020,Other
Shuttl,2015,Delhi,Transport,app based bus aggregator serice,"Amit Singh, Deepanshu Malviya",Sig Global India Fund Llp.,8043000.0,Series C,2020,Logistics & Transportation
Pando,2017,Chennai,Logitech,networked logistics management software,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,9000000.0,Series A,2020,Information Technology
Unbox Robotics,2019,Bangalore,AI startup,"unbox robotics builds on-demand ai-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","Pramod Ghadge, Shahid Memon","Beenext, Entrepreneur First",1200000.0,Pre-Series A,2021,Data & AI
Upgrad,2015,Mumbai,EdTech,upgrad is an online higher education platform.,"Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala","Unilazer Ventures, Iifl Asset Management",120000000.0,Unknown,2021,Education
Lead School,2012,Mumbai,EdTech,lead school offers technology based school transformation system that assures excellent learning for every child.,"Smita Deorah, Sumeet Mehta","Gsv Ventures, Westbridge Capital",30000000.0,Series D,2021,Education
